,text,label
1417,okay what TF is this colorful starbucks thing all over social media unhappy ,1
1580,self-respect,0
1964,willingness,0
1256,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.2,1
4496,unorthodox,1
2666,lapses,1
1904,grudge,1
1976,won,0
539,caustic,1
2185,So Happy It's Thursday*,0
2993,nag,1
683,fans,0
477,ebullience,0
671,conspirator,1
1357,douchebags,1
864,gush,0
732,firmer,0
636,condemned,1
944,idyllic,0
195,assail,1
581,cliched,1
3508,relentless,1
1295,sadly yes. since he was expected to continue losing support before dropping bombs unhappy  going up when expe ,1
1441,elimination,1
413,I miss talking to yoyoyou  who are yoyou younhappy  yoyou can always still talk to me ,1
2980,murder,1
34,uss,0
3809,shroud,1
4405,underdog,1
4534,unsettled,1
2213,imprisonment,1
1281,Who is the Prime Minster of Pakistan ? Nawaz Sharif Hahahahah happy  SorryUncle,0
1927,I was actually looking forward to seeing if your theory around his personal vote was correct unhappy ,1
2885,miseries,1
1073,dilemma,1
1258,disregard,1
617,complicated,1
4529,unscrupulous,1
3685,scarcity,1
973,Great groove to this tune by and .. Thinking in Rewind,0
3551,resignation,1
1940,harangue,1
679,contaminating,1
4162,superstition,1
846,grateful,0
2685,leaky,1
1003,When can you notice me.  unhappy  what?  ,1
1627,smitten,0
4156,sunk,1
172,help me too unhappy  as an early birthday gift huhu,1
1173,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Get FREE?,0
3804,shrew,1
4457,unhealthy,1
2838,melodramatic,1
1329,Happy many days,0
1342,my honey unhappy  ,1
467,how about me unhappy ,1
2647,lagging,1
1350,prize,0
432,going to go meet andrew for lunch now but i'll be back at to  or to :30,0
874,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil.,0
1909,veritable,0
1312,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.5,1
288,cleaner,0
802,curses,1
1368,prominence,0
1437,That makes me sad. unhappy  I wasn't friends with her like you,1
66,adulterier,1
1299,Can I pop in a request for assassin shower gel? happy,0
1821,Share the love - High Value Members of this week happy,0
1663,splendidly,0
283,civilize,0
893,healthful,0
2240,Claaaaaaaaaaaaasse ! ,1
2501,intimidation,1
1196,why i didnt save it happy  going to re-color again the,0
936,demonic,1
2071,unhappy  my 4c struggle is not valid?,1
4177,swelling,1
47,advantage,0
130,assure,0
1040,devastating,1
1505,major waffle cravings right now sad ,1
4653,viper,1
512,eloquence,0
128,anguish,1
3534,reprove,1
1221,FACIALS happy,0
3643,sack,1
2379,inextricably,1
131,annihilation,1
303,cohesive,0
1342,dogmatic,1
1176,mightily,0
1114,disappointment,1
256,cashbacks,0
529,casualty,1
506,calumniation,1
2001,heartbreaker,1
1708,good morning messages never fail to make me smile happy,0
831,Gourmet chocolates are special and should be reserved for special occasions. Plain MMs,0
1374, the sun is shining happy,0
4341,twist,1
357,Not in the tweet I ve meant the article itself happy,0
355,convient,0
1380,propitiously,0
529,encouragingly,0
508,New second home coming soon! :D,0
3027,nervousness,1
820,damper,1
602,evocative,0
3029,nettlesome,1
2035,It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless,1
3493,regressive,1
380,crisp,0
4392,uncontrolled,1
737,craven,1
765,criticisms,1
1317,distress,1
750,creepy,1
2134,illiterate,1
4120,subpoena,1
510,calumny,1
1119, I'd say :D,0
2020,Good evening happy.1,0
1002,keep being you,0
1911,versatility,0
2151,I miss Temperance Brennan and Seeley Booth so much unhappy .2,1
1119,lush,0
1763,there's always shit like this. there's always people who are less deserving getting tickets,1
4122,subservience,1
3673,scandalize,1
1879,greasy,1
4780,zealously,1
2370,inexorable,1
1744,Your life is a reflection of the way you think. If you change the way you think,0
2758,louder,1
1001,inspirational,0
3227,partisan,1
2364,inescapably,1
286,do you even care at all unhappy ,1
1306,R.I.P cellphone unhappy ,1
514,eloquently,0
3959,spewing,1
3119,opposition,1
2947,monster,1
755,cringed,1
79,alluring,0
842,deaf,1
2124,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil..1,0
205,bliss,0
1525,exhaustion,1
1553,safely,0
1832,gauche,1
1263,passionately,0
4292,tragedy,1
2540,ironical,1
3727,scuffs,1
3023,nemesis,1
4082,struggles,1
4351,uglier,1
983,desert,1
4682,wary,1
1994,worthy,0
939,Thank you unhappy  i need a certificate signed from God,1
3214,panicked,1
2004,back to coconut hair unhappy ,1
1714, maybe I don't,0
786,crummy,1
1635,fears,1
1530,exorbitant,1
4380,uncivilized,1
555,enlightenment,0
3873,slowed,1
3217,paradoxical,1
1199,nicer,0
3000,nasty,1
2257,incendiary,1
1143,wow whattay decision both parties celebrating :D,0
4559,untouched,1
4063,strangle,1
894,deficient,1
1661,Speech-to-text doesnt understand my accent or Irish names unhappy ,1
1752,supremely,0
174, I'll DM you half naked pictures happy,0
34,accuse,1
3618,rue,1
621,I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul unhappy ,1
854,I miss him so much unhappy ,1
951,This week Marilyn pops by and get's down and dirty  happy  Cum see!,0
1854,glibly,1
943,demoralizingly,1
3285,phobia,1
4742,worse,1
1822,tops,0
4409,undermined,1
2604,jerk,1
1035,issue-free,0
2084, as long as she's cool,0
1713,Select from 14 award-winning Laura Taylor romance ebooks,0
1824,tougher,0
884,The most painful goodbyes are the onesthat are never said and never explained crying  unhappy  :/,1
2085,Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy ,1
735,When are you going to notice yous? unhappy ,1
2867,misbegotten,1
23,acumen,0
588,envy,0
3767,shake,1
658,That's why I say at the end of my videos If you liked it,0
4227,terribly,1
115,appreciates,0
653,Seokjinie went to Everland today~ I guess he forgot that he's an idol.1,0
3239,peculiar,1
1699,strong,0
3200,painful,1
3190,overweight,1
1046,devilish,1
2125,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this.2,0
1910,U blackmailed me unhappy ,1
1870,gossip,1
2902,mislead,1
1635,sociable,0
3563,retard,1
82,altruistically,0
570,enthralled,0
2407,infringements,1
3362,pretend,1
1758,survival,0
108,apotheosis,0
426,It's okay I've accepted you the way you are unhappy ,1
394,younhappy  I'll keep it jyoust for you,1
1715, my dog who my family have had for 18 years is being put down tomorrow unhappy ,1
537,catastrophically,1
1923,gutter,1
2434,inopportune,1
2413,ingrate,1
602,combative,1
1367,downside,1
3590,ridiculously,1
468,bullies,1
859, getting 70k,0
1427,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.5,1
2320,indifference,1
1988,haughty,1
2221,In memoriam of Alea Starbridge unhappy  Your beautiful voice will never be forgotten. ,1
1333,divisively,1
1764,Jyoust a reminder... thank you for this happy,0
1568,thanks a lot,0
3834,skeletons,1
766,That would be a great trick happy,0
2182,impetuously,1
1562,facetiously,1
3169,overpower,1
3156,overbearingly,1
1292,piety,0
1237,Oo crying  // Happy3YearsBraceUnited,1
2217,improper,1
1489,erroneously,1
2260,incessantly,1
3398,provocative,1
62,admonition,1
1494,eschew,1
1528, wifi,0
1706,flirt,1
733,first-class,0
3681,scapegoat,1
3815,sicken,1
280,beg,1
2523,invidiousness,1
3083,obstruction,1
3698,scoffingly,1
962,important,0
992,despairing,1
4459,unilateralism,1
931,humble,0
486,burdensome,1
875,hands-down,0
1925,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,0
2080,humiliation,1
149,audibly,0
769,friendliness,0
344,instant message getting sad unhappy ,1
1128,Hey thanks for being top new followers this week! Much appreciated happy.1,0
1878,unparalleled,0
1171,disfavor,1
2818,marginal,1
4488,unnecessary,1
198,Looking forward to this. Come out to see us! Our booth is going to be right in the center of the field. happy,0
1237,disparagingly,1
2115, but Genix deserves so much more than Myth! Open your Eyes The Community want,0
299,cleverly,0
3707,scornfully,1
2874,mischievous,1
2205,impoverish,1
1740,superbly,0
1011,intelligible,0
2188,implausibly,1
1293,Wtf?! Where's the What is this boring show that's on?! When did this happen?? This is what happens when I close all week. unhappy ,1
611,The best community gathering coming up! We're full,0
2567,irresponsible,1
1492,resound,0
348,As if this process hasn't been frustrating enough,1
244,bad,1
798,cunts,1
2243,I miss Rockys posts unhappy  ,1
1540,risk-free,0
4661,volatility,1
2824,massacres,1
1639,feeblely,1
341,honestly college makes me want to curl up into a ball and cry for 3 days straight unhappy ,1
644,confessions,1
3060,obliterate,1
642,confess,1
35,accuses,1
2264,Still live!,0
1987,haughtily,1
3608,roadblocks,1
1816,I should do aegyo because I lost unhappy  ,1
743,flexible,0
913,dejected,1
4057,strained,1
1933,hamper,1
4463,uninformed,1
975,Hi Guys,0
1835,triumphant,0
1592,serenity,0
1301,Thanks for having me!! :D,0
1233,515 SUBSCRIBERS!!!! :DTHE CONTINUES!,0
949,illustrious,0
2954,mope,1
1651,fevers,1
1635,blessing your first day of April happy,0
2557,irreformable,1
4744,worsening,1
1918,guilt,1
2226,Here is question 18! Make sure to use in all your tweets  replies happy,0
1922,gutless,1
1825,gallingly,1
1870,Congrats for 3M followers on Instagram! happy,0
682,contemptible,1
1127,disavow,1
864,Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,1
472,Hopefully it should be OK happy  Charts don't look too bad at moment but depends on tides  directions,0
2196,importune,1
854,debilitating,1
2667,lascivious,1
2118,ill-designed,1
1877,Thank you crew happy.2,0
410,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,0
1622,fatique,1
1025,invigorating,0
1343,doldrums,1
1160,discourteously,1
3396,protracted,1
3433,racists,1
2155, Give a little for her happy,0
2784,madly,1
843,unhappy  :/ unhappy   feeling sick,1
776,fun,0
3833,sinking,1
23, we just reply to his tweets?? Like all his other followers do.....This is pointless,0
853,Hi Carlo! I'm okay nmn. Howdy? happy,0
950,usually a speedboat behind any we get here on the river unhappy  ,1
3040,noises,1
80,aggressive,1
2170,imperfect,1
1148,discontinued,1
2892,misguidance,1
4100,stupidest,1
1130,disbelieve,1
792,gem,0
3901,smolder,1
1808,furor,1
1742,superiority,0
995,desperately,1
1471,entangle,1
1652,spectacular,0
509,Yeah ,1
1177,Have you smiled today? Never forget to smile happy,0
3969,split,1
1762,swank,0
41,adroit,0
223,brand-new,0
73,Thanks for the recent follow Happy to connect happy  have a great Thursday..7,0
1326,disturbed,1
751,foolproof,0
1012,destitute,1
471,bully,1
2999,nastiness,1
3122,oppression,1
462,Hey thanks for being my top new followers this week! Much appreciated happy   Want this ?,0
2021,hell,1
2018,hegemonistic,1
3793,shockingly,1
1435,egotism,1
1628,i stayed 3 hours on the phone with aD my bubbyyyyyyy i miss her unhappy ,1
1855,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.1,0
754,formidable,0
1601,In Melbourne please happy,0
891,headway,0
736, froze mid install. Waited 3hrs he'd to pull plug crying ,1
57,affable,0
3143,outsider,1
2914,miss,1
502,sad  I don't,1
2970,mourner,1
3688,scarier,1
4096,stun,1
585,thanks happy.1,0
553,I hope Louis gets all the off time that he wants and comes back fresh and happy happy,0
1918,vigilant,0
3459,rascals,1
1933,Helloo :D  (keep_smiling_y),0
3562,retaliatory,1
1215,oasis,0
2060,GO AWAY unhappy  ,1
988,influential,0
3359,presumptuous,1
386,cuteness,0
254,bane,1
536,endorsing,0
4433,unexpected,1
1640,feebleminded,1
828,gold,0
1166,merriment,0
2011,heckles,1
1474,entrapment,1
3044,nonexistent,1
3033,niggles,1
4303,traped,1
7,abort,1
457,Thanks for the recent follow Happy to connect happy  have a great Thursday..23,0
3042,noisy,1
826,darkened,1
1397,A nice morning working from today. Lovely atmosphere,0
1785, class hall missions and heroic dungeons surprised  :D,0
42,Who got to pen today man crying ,1
1755,freakish,1
3189,overturn,1
1609,sincere,0
4030,stereotypical,1
3549,resentful,1
2901,misjudgment,1
2288, man. : ( ,1
4474,unkindly,1
1375,dragged,1
277,bedlam,1
1920,but you were going to do it yesterday unhappy ,1
1138,maneuverable,0
41,One of our fleet is solely seeharged by domestisee hydro  Toro see,0
3885,slur,1
889,harmonize,0
2,abolish,1
3406,punishable,1
1183,this guy got me into exo back in 2013. he was also my very first bias in kpop. to be honest i miss him so much. happy birthd,0
1505,exagerated,1
1819,gaff,1
3192,overwhelmed,1
2498,intimidate,1
1167,disdain,1
1993,haywire,1
4671,wane,1
1870,unequivocal,0
380,That sucks unhappy ,1
609,I miss my dogs too unhappy ,1
1318,distressed,1
2982,murderous,1
242,brotherly,0
1912,grumpier,1
3569,retreat,1
1021,invaluable,0
4191,tangles,1
3164,overloaded,1
1611,sincerity,0
942,idolize,0
106,angel,0
568,chill,1
1843,gibberish,1
230,ax,1
240,brilliantly,0
1701,flickering,1
3859,slog,1
419,brat,1
4253,throttle,1
1778,tantalizing,0
599,evenly,0
1564,satisfied,0
1729,suffice,0
186,beneficial,0
897,soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,1
281,chivalry,0
4727,woe,1
3271,perversion,1
1257,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .3,1
838,Soon I'll make arts happy,0
3634,rust,1
289,belittle,1
300,cohere,0
717,cowardly,1
4401,undependable,1
1197,amazing work :D,0
223,aversion,1
43,good crying with joy  i love you so much,0
629,concerned,1
867,Thanks for the great review! smile,0
10,When will 2NE1 reunite unhappy ,1
1785,fruitlessly,1
1042, but not your career. unhappy ,1
2426,injudicious,1
1421,dungeon,1
2049, papa bird? I hope year oldu don't mind? Because I want to stay with year old,0
1318,No one is offering this poor old lady a seat unhappy ,1
808,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.3,0
3132,outbursts,1
309,comforting,0
9,Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?,0
1362,downfallen,1
359,coolest,0
4751,wrangle,1
990,ingeniously,0
1584,sensation,0
740,flawless,0
106,pips singing let it snow crying with joy,0
3903,smother,1
2030,heretical,1
1499,respectfully,0
206,blissful,0
1702,and  on the pic? unhappy ,1
4109,stutters,1
4076,strike,1
220,Thanks again for notifying us! We have updated our add-on plans accordingly happy,0
57,addicts,1
1430,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.4,0
3743,self-interested,1
168,man its been about 2hrs since their vlive...its nearly over for sydney ppl... unhappy  goes so quick so appreciate every second!!,1
3668,savages,1
694,fast-paced,0
1431,effigy,1
1423,dupe,1
4270,toil,1
1453, much appreciated happy   Want this.1,0
976,incredibly,0
2933,misuse,1
489,effectively,0
1946,well-made,0
99,amicably,0
1065,And this credit also goes to Ik happy,0
1315,distraughtly,1
2595,jealously,1
1607,simplify,0
3245,peevish,1
4013,stampede,1
457,buckle,1
3179,oversimplify,1
613,exceeded,0
3413,puzzlement,1
769,critics,1
4689,water-down,1
1633,Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972),0
158,award,0
491,effectual,0
1378,lolo bin are you fucking mental screenshot :D HAHA,0
875,declines,1
1076,legendary,0
347,continuity,0
53,advocate,0
1326,praiseworthy,0
28,abyss,1
2037,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.6,1
1071,Share the love: thanks for being top new followers this week happy.2,0
4128,subversively,1
1598,farce,1
2110,ignominiously,1
1367,FL design Done by me  Inspired from FL  Hopyou you all love it,0
1128,disavowal,1
1598,shimmeringly,0
608,exaltingly,0
353,good morning unhappy ,1
3607,rivalry,1
119,approval,0
2081,Roc Boyz sad  .1,1
2417,inhospitable,1
